slug,title,year,rating
coconut-hero,"Coconut Hero",2015,3.5
the-man-from-uncle,"The Man from U.N.C.L.E.",2015,3.5
the-clan-2015,"The Clan",2015,3.5
straight-outta-compton,"Straight Outta Compton",2015,4.5
the-people-vs-fritz-bauer,"The People vs. Fritz Bauer",2015,3.5
highway-to-hellas,"Highway to Hellas",2015,1.5
goosebumps,"Goosebumps",2015,2.5
fantastic-four,"Fantastic Four",2015,2
the-33,"The 33",2015,3
the-gift-2015-1,"The Gift",2015,3.5
boy-7-2015,"Boy 7",2015,2.5
vacation-2015,"Vacation",2015,2.5
lavalantula,"Lavalantula",2015,1.5
potato-salad-dont-ask,"Potato Salad: Don't Ask!",2015,1
the-vatican-tapes,"The Vatican Tapes",2015,2.5
mission-impossible-rogue-nation,"Mission: Impossible – Rogue Nation",2015,2.5
sharknado-3-oh-hell-no,"Sharknado 3: Oh Hell No!",2015,1
3-headed-shark-attack,"3-Headed Shark Attack",2015,0.5
disaster-2015,"Disaster",2015,2.5
heil,"Heil",2015,3
pixels-2015,"Pixels",2015,3
self-less,"Self/less",2015,2
stung,"Stung",2015,1.5
the-nightmare-2015-1,"The Nightmare",2015,3
ant-man,"Ant-Man",2015,3.5
ted-2,"Ted 2",2015,3
magic-mike-xxl,"Magic Mike XXL",2015,2.5
terminator-genisys,"Terminator Genisys",2015,2
mr-holmes,"Mr. Holmes",2015,4
paper-towns,"Paper Towns",2015,4
one-wild-moment-2015,"One Wild Moment",2015,2.5
southpaw-2015,"Southpaw",2015,4.5
minions,"Minions",2015,3.5
hitman-agent-47,"Hitman: Agent 47",2015,2.5
jurassic-world,"Jurassic World",2015,3.5
aloha,"Aloha",2015,3
insidious-chapter-3,"Insidious: Chapter 3",2015,2.5
entourage,"Entourage",2015,3
macbeth-2015,"Macbeth",2015,3.5
kung-fury,"Kung Fury",2015,1
the-little-prince-2015,"The Little Prince",2015,3.5
valley-of-love,"Valley of Love",2015,2
check-it-out,"Check It Out!",2015,2
san-andreas,"San Andreas",2015,3
the-assassin-2015,"The Assassin",2015,4
youth-2015,"Youth",2015,4
poltergeist-2015,"Poltergeist",2015,2.5
sicario-2015,"Sicario",2015,4.5
mustang-2015,"Mustang",2015,3.5
inside-out-2015,"Inside Out",2015,4
louder-than-bombs,"Louder Than Bombs",2015,2
a-perfect-day-2015,"A Perfect Day",2015,3.5
the-brand-new-testament,"The Brand New Testament",2015,3.5
carol-2015,"Carol",2015,3.5
my-king-2015,"My King",2015,2.5
green-room,"Green Room",2015,3.5
irrational-man,"Irrational Man",2015,3.5
son-of-saul,"Son of Saul",2015,4.5
embrace-of-the-serpent,"Embrace of the Serpent",2015,4
windstorm-2,"Windstorm 2",2015,3
tomorrowland,"Tomorrowland",2015,3
maggie,"Maggie",2015,2
pitch-perfect-2,"Pitch Perfect 2",2015,3.5
mad-max-fury-road,"Mad Max: Fury Road",2015,4.5
spy,"Spy",2015,3.5
blind-date-2015,"Blind Date",2015,3.5
hot-pursuit-2015,"Hot Pursuit",2015,1.5
man-up,"Man Up",2015,3
far-from-the-madding-crowd-2015,"Far from the Madding Crowd",2015,3
the-age-of-adaline,"The Age of Adaline",2015,3.5
avengers-age-of-ultron,"Avengers: Age of Ultron",2015,4.5
paul-blart-mall-cop-2,"Paul Blart: Mall Cop 2",2015,1.5
the-longest-ride,"The Longest Ride",2015,2.5
half-brothers,"Half Brothers",2015,3
ghosthunters-on-icy-trails,"Ghosthunters: On Icy Trails",2015,3
mara-and-the-firebringer,"Mara and the Firebringer",2015,3
dark-places-2015,"Dark Places",2015,2
punk-berlin-1982,"Punk Berlin 1982",2015,2.5
the-manny,"The Manny",2015,3
the-shamers-daughter,"The Shamer's Daughter",2015,2
insurgent,"Insurgent",2015,2.5
home-2015,"Home",2015,2.5
furious-7,"Furious 7",2015,3
get-hard,"Get Hard",2015,2
child-44,"Child 44",2015,2
trainwreck,"Trainwreck",2015,3
run-all-night,"Run All Night",2015,2.5
unfinished-business-2015,"Unfinished Business",2015,1.5
chappie,"Chappie",2015,3.5
the-second-best-exotic-marigold-hotel,"The Second Best Exotic Marigold Hotel",2015,3
hot-tub-time-machine-2,"Hot Tub Time Machine 2",2015,1
dreamgirls-2015,"Dreamgirls",2015,2.5
the-gunman-2015,"The Gunman",2015,2.5
cinderella-2015,"Cinderella",2015,3.5
13-minutes,"13 Minutes",2015,3
focus-2015,"Focus",2015,3.5
the-duff,"The DUFF",2015,3.5
every-thing-will-be-fine,"Every Thing Will Be Fine",2015,2
fifty-shades-of-grey,"Fifty Shades of Grey",2015,3
virgin-mountain,"Virgin Mountain",2015,3
knight-of-cups,"Knight of Cups",2015,2.5
victoria-2015,"Victoria",2015,4
taxi-2015,"Taxi",2015,3.5
queen-of-the-desert,"Queen of the Desert",2015,3.5
men-chicken,"Men & Chicken",2015,3
daddy-or-mommy,"Daddy or Mommy",2015,2
men-have-to-go-through-this,"Men Have to Go through This",2015,0.5
the-spongebob-movie-sponge-out-of-water,"The SpongeBob Movie: Sponge Out of Water",2015,3.5
project-almanac,"Project Almanac",2015,2.5
jupiter-ascending,"Jupiter Ascending",2015,2.5
brooklyn,"Brooklyn",2015,4
me-and-earl-and-the-dying-girl,"Me and Earl and the Dying Girl",2015,4
shaun-the-sheep-movie,"Shaun the Sheep Movie",2015,4
the-diary-of-a-teenage-girl,"The Diary of a Teenage Girl",2015,3.5
mistress-america,"Mistress America",2015,3.5
dope-2015,"Dope",2015,3.5
the-boy-next-door-2015,"The Boy Next Door",2015,2.5
true-story,"True Story",2015,3.5
knock-knock-2015,"Knock Knock",2015,3
the-witch-2015,"The Witch",2015,3.5
3-turken-und-ein-baby,"3 Türken und ein Baby",2015,3.5
mortdecai,"Mortdecai",2015,2
ex-machina-2015,"Ex Machina",2015,2.5
ma-folie-deine-liebe-deine-lugen,"Ma Folie - Deine Liebe. Deine Lügen.",2015,2
frau-muller-muss-weg,"Frau Müller muss weg!",2015,4
tracers,"Tracers",2015,2
wild-card-2015,"Wild Card",2015,3.5
blackhat,"Blackhat",2015,1.5
the-wedding-ringer,"The Wedding Ringer",2015,3.5
do-not-disturb-2014,"Do Not Disturb",2014,3.5
the-woman-in-black-2-angel-of-death,"The Woman in Black 2: Angel of Death",2014,1.5
bibi-tina-bewildered-and-bewitched,"Bibi & Tina: Bewildered and Bewitched",2014,2
head-full-of-honey,"Head Full of Honey",2014,1.5
the-interview-2014,"The Interview",2014,3
annie-2014,"Annie",2014,1.5
taken-3,"Taken 3",2014,2
kingsman-the-secret-service,"Kingsman: The Secret Service",2014,3.5
seventh-son,"Seventh Son",2014,1.5
tinker-bell-and-the-legend-of-the-neverbeast,"Tinker Bell and the Legend of the NeverBeast",2014,2.5
night-at-the-museum-secret-of-the-tomb,"Night at the Museum: Secret of the Tomb",2014,3
into-the-woods-2014,"Into the Woods",2014,3
the-pyramid-2014,"The Pyramid",2014,1
exodus-gods-and-kings,"Exodus: Gods and Kings",2014,3
the-hobbit-the-battle-of-the-five-armies,"The Hobbit: The Battle of the Five Armies",2014,3.5
asterix-the-mansions-of-the-gods,"Asterix: The Mansions of the Gods",2014,2.5
paddington,"Paddington",2014,4
unbroken,"Unbroken",2014,3.5
big-eyes,"Big Eyes",2014,3.5
dumb-and-dumber-to,"Dumb and Dumber To",2014,2.5
horrible-bosses-2,"Horrible Bosses 2",2014,3.5
selma,"Selma",2014,4
american-sniper,"American Sniper",2014,4
the-hunger-games-mockingjay-part-1,"The Hunger Games: Mockingjay – Part 1",2014,4
the-gambler-2014,"The Gambler",2014,4
penguins-of-madagascar-2014,"Penguins of Madagascar",2014,2.5
jessabelle,"Jessabelle",2014,2.5
the-belier-family,"The Bélier Family",2014,3
a-most-violent-year,"A Most Violent Year",2014,3.5
interstellar,"Interstellar",2014,5
ouija,"Ouija",2014,1
coming-in,"Coming In",2014,3.5
big-hero-6,"Big Hero 6",2014,4
we-are-young-we-are-strong,"We Are Young. We Are Strong.",2014,2
the-town-that-dreaded-sundown-2014,"The Town that Dreaded Sundown",2014,2
fury-2014,"Fury",2014,4
the-loft,"The Loft",2014,3
serena,"Serena",2014,2
kill-the-messenger,"Kill the Messenger",2014,3
love-rosie,"Love, Rosie",2014,3
inherent-vice,"Inherent Vice",2014,3.5
dracula-untold,"Dracula Untold",2014,3
annabelle,"Annabelle",2014,3
escobar-paradise-lost,"Escobar: Paradise Lost",2014,3
the-man-cave,"The Man Cave",2014,1
northmen-a-viking-saga,"Northmen: A Viking Saga",2014,2.5
youre-not-you,"You're Not You",2014,4
gone-girl,"Gone Girl",2014,3.5
the-riot-club,"The Riot Club",2014,1.5
john-wick,"John Wick",2014,3.5
schogebete,"Schoßgebete",2014,2
a-walk-among-the-tombstones,"A Walk Among the Tombstones",2014,2.5
a-little-chaos,"A Little Chaos",2014,3
pawn-sacrifice,"Pawn Sacrifice",2014,4
the-maze-runner,"The Maze Runner",2014,3
no-good-deed-2014,"No Good Deed",2014,3
my-old-lady,"My Old Lady",2014,3
rec-apocalypse,"[REC]⁴ Apocalypse",2014,1.5
still-alice,"Still Alice",2014,4
cake-2014,"Cake",2014,3
this-is-where-i-leave-you,"This Is Where I Leave You",2014,3
the-equalizer,"The Equalizer",2014,3.5
the-theory-of-everything-2014,"The Theory of Everything",2014,3.5
love-mercy,"Love & Mercy",2014,3.5
who-am-i-2014,"Who Am I",2014,4.5
labyrinth-of-lies-2014,"Labyrinth of Lies",2014,3
men-women-children,"Men, Women & Children",2014,3
spring-2014,"Spring",2014,3
nightcrawler,"Nightcrawler",2014,3.5
the-drop-2014,"The Drop",2014,3
big-game-2014,"Big Game",2014,1
the-judge-2014,"The Judge",2014,3.5
before-i-go-to-sleep,"Before I Go to Sleep",2014,2.5
fidelio-alices-odyssey,"Fidelio, Alice's Odyssey",2014,3
goodnight-mommy,"Goodnight Mommy",2014,3
madame-bovary-2014,"Madame Bovary",2014,2
wild,"Wild",2014,3
the-imitation-game,"The Imitation Game",2014,4
birdman-or-the-unexpected-virtue-of-ignorance,"Birdman or (The Unexpected Virtue of Ignorance)",2014,5
v-h-s-viral,"V/H/S: Viral",2014,1.5
sin-city-a-dame-to-kill-for,"Sin City: A Dame to Kill For",2014,2.5
if-i-stay,"If I Stay",2014,4
hector-and-the-search-for-happiness,"Hector and the Search for Happiness",2014,4
as-above-so-below-2014,"As Above, So Below",2014,1
the-november-man,"The November Man",2014,3
lets-be-cops,"Let's Be Cops",2014,2
the-giver,"The Giver",2014,3
tour-de-force-2014,"Tour de Force",2014,4.5
the-hundred-foot-journey,"The Hundred-Foot Journey",2014,4
the-inbetweeners-2,"The Inbetweeners 2",2014,1
the-expendables-3,"The Expendables 3",2014,1.5
playing-doctor,"Playing Doctor",2014,1.5
get-on-up,"Get On Up",2014,3.5
sharknado-2-the-second-one,"Sharknado 2: The Second One",2014,1
teenage-mutant-ninja-turtles-2014,"Teenage Mutant Ninja Turtles",2014,2
into-the-storm-2014,"Into the Storm",2014,2.5
lucy-2014,"Lucy",2014,3.5
magic-in-the-moonlight,"Magic in the Moonlight",2014,3.5
hercules-2014,"Hercules",2014,2
guardians-of-the-galaxy,"Guardians of the Galaxy",2014,4.5
wir-sind-die-neuen,"Wir sind die Neuen",2014,3.5
the-purge-anarchy,"The Purge: Anarchy",2014,3.5
planes-fire-rescue,"Planes: Fire & Rescue",2014,2
sex-tape,"Sex Tape",2014,3
the-dark-horse-2014,"The Dark Horse",2014,3.5
mantervention,"Mantervention",2014,1
and-so-it-goes,"And So It Goes",2014,2
zombeavers,"Zombeavers",2014,0.5
tammy,"Tammy",2014,3
der-koch,"Der Koch",2014,1.5
dawn-of-the-planet-of-the-apes,"Dawn of the Planet of the Apes",2014,4.5
transformers-age-of-extinction,"Transformers: Age of Extinction",2014,2.5
deliver-us-from-evil-2014,"Deliver Us from Evil",2014,1
song-of-the-sea,"Song of the Sea",2014,3.5
walking-on-sunshine,"Walking on Sunshine",2014,2
unfriended,"Unfriended",2014,3
the-rewrite,"The Rewrite",2014,2.5
the-little-death-2014,"The Little Death",2014,3.5
22-jump-street,"22 Jump Street",2014,2.5
maleficent,"Maleficent",2014,3
edge-of-tomorrow,"Edge of Tomorrow",2014,3.5
clouds-of-sils-maria,"Clouds of Sils Maria",2014,3.5
a-million-ways-to-die-in-the-west,"A Million Ways to Die in the West",2014,1.5
two-days-one-night,"Two Days, One Night",2014,2.5
blended,"Blended",2014,3
foxcatcher,"Foxcatcher",2014,4
wild-tales,"Wild Tales",2014,4
white-god,"White God",2014,3
it-follows,"It Follows",2014,3
the-fault-in-our-stars,"The Fault in Our Stars",2014,5
how-to-train-your-dragon-2,"How to Train Your Dragon 2",2014,3.5
stereo-2014,"Stereo",2014,3
x-men-days-of-future-past,"X-Men: Days of Future Past",2014,4
rage-2014,"Rage",2014,2
godzilla-2014,"Godzilla",2014,3.5
male-mistakes,"Male Mistakes",2014,1.5
quantum-love,"Quantum Love",2014,3.5
grace-of-monaco,"Grace of Monaco",2014,2
brick-mansions,"Brick Mansions",2014,1
the-amazing-spider-man-2,"The Amazing Spider-Man 2",2014,4
transcendence,"Transcendence",2014,3
the-other-woman-2014,"The Other Woman",2014,3
serial-bad-weddings,"Serial (Bad) Weddings",2014,3
the-water-diviner,"The Water Diviner",2014,3
my-summer-in-provence,"My Summer in Provence",2014,3.5
sabotage-2014,"Sabotage",2014,2
muppets-most-wanted,"Muppets Most Wanted",2014,4
rio-2,"Rio 2",2014,2.5
divergent,"Divergent",2014,1
spanish-affair-2014,"Spanish Affair",2014,3.5
captain-america-the-winter-soldier,"Captain America: The Winter Soldier",2014,4
veronica-mars,"Veronica Mars",2014,1.5
neighbors-2014,"Neighbors",2014,3.5
need-for-speed,"Need for Speed",2014,1.5
noah,"Noah",2014,3.5
chef,"Chef",2014,3.5
bibi-tina-2014,"Bibi & Tina",2014,1.5
300-rise-of-an-empire,"300: Rise of an Empire",2014,3.5
goal-of-the-dead,"Goal of the Dead",2014,1.5
superchondriac,"Superchondriac",2014,3.5
stromberg-the-movie,"Stromberg – The Movie",2014,3
3-days-to-kill,"3 Days to Kill",2014,1.5
cuban-fury,"Cuban Fury",2014,3
about-last-night-2014,"About Last Night",2014,2.5
winters-tale,"Winter's Tale",2014,1.5
tinker-bell-and-the-pirate-fairy,"Tinker Bell and the Pirate Fairy",2014,2
the-two-faces-of-january,"The Two Faces of January",2014,2
the-dark-valley,"The Dark Valley",2014,3
mr-peabody-sherman,"Mr. Peabody & Sherman",2014,4
the-grand-budapest-hotel,"The Grand Budapest Hotel",2014,4
joy-of-fatherhood,"Joy of Fatherhood",2014,3
the-lego-movie,"The Lego Movie",2014,4
robocop-2014,"RoboCop",2014,2.5
that-awkward-moment,"That Awkward Moment",2014,2
non-stop-2014,"Non-Stop",2014,3.5
learning-to-drive,"Learning to Drive",2014,2.5
the-monuments-men,"The Monuments Men",2014,3
the-raid-2,"The Raid 2",2014,3.5
i-frankenstein,"I, Frankenstein",2014,3
boyhood,"Boyhood",2014,4.5
a-most-wanted-man,"A Most Wanted Man",2014,3.5
calvary,"Calvary",2014,4
what-we-do-in-the-shadows,"What We Do in the Shadows",2014,3.5
a-girl-walks-home-alone-at-night,"A Girl Walks Home Alone at Night",2014,2
the-voices,"The Voices",2014,3.5
i-origins,"I Origins",2014,4
wish-i-was-here,"Wish I Was Here",2014,3.5
the-babadook,"The Babadook",2014,3
frank-2014,"Frank",2014,3
not-my-day,"Not My Day",2014,3
whiplash-2014,"Whiplash",2014,4.5
yves-saint-laurent-2014,"Yves Saint Laurent",2014,2
devils-due,"Devil's Due",2014,1.5
ride-along,"Ride Along",2014,1.5
paranormal-activity-the-marked-ones,"Paranormal Activity: The Marked Ones",2014,1.5
buddy-2013-1,"Buddy",2013,3
the-physician,"The Physician",2013,3
nymphomaniac-volume-ii,"Nymphomaniac: Vol. II",2013,4
the-house-of-magic,"The House of Magic",2013,2
walking-with-dinosaurs-2013,"Walking with Dinosaurs",2013,2
anchorman-2-the-legend-continues,"Anchorman 2: The Legend Continues",2013,3
grudge-match,"Grudge Match",2013,3
the-wolf-of-wall-street,"The Wolf of Wall Street",2013,5
47-ronin-2013,"47 Ronin",2013,1
bros-before-hos,"Bros Before Hos",2013,1.5
american-hustle,"American Hustle",2013,4.5
the-hobbit-the-desolation-of-smaug,"The Hobbit: The Desolation of Smaug",2013,4.5
the-railway-man,"The Railway Man",2013,3.5
frozen-2013,"Frozen",2013,4.5
wer,"Wer",2013,1.5
the-hunger-games-catching-fire,"The Hunger Games: Catching Fire",2013,4.5
homefront,"Homefront",2013,3
lone-survivor,"Lone Survivor",2013,3.5
oldboy-2013,"Oldboy",2013,2.5
out-of-the-furnace,"Out of the Furnace",2013,3
im-weissen-rossl-wehe-du-singst,"Im Weissen Rössl - Wehe, du singst!",2013,2.5
suck-me-shakespeer,"Suck Me Shakespeer",2013,3.5
the-starving-games,"The Starving Games",2013,0.5
haunt,"Haunt",2013,2
last-vegas,"Last Vegas",2013,3
thor-the-dark-world,"Thor: The Dark World",2013,4
free-birds,"Free Birds",2013,1.5
the-counselor,"The Counselor",2013,3.5
zurich,"Zurich",2013,4
enders-game,"Ender's Game",2013,3
saving-mr-banks,"Saving Mr. Banks",2013,3.5
haunter,"Haunter",2013,2.5
big-ass-spider,"Big Ass Spider!",2013,1.5
frau-ella,"Frau Ella",2013,3
carrie-2013,"Carrie",2013,1
the-young-and-prodigious-ts-spivet,"The Young and Prodigious T.S. Spivet",2013,4
her,"Her",2013,4.5
savaged-2013,"Savaged",2013,1
back-on-track,"Back on Track",2013,3.5
delivery-man,"Delivery Man",2013,3
jackass-presents-bad-grandpa,"Jackass Presents: Bad Grandpa",2013,3
the-secret-life-of-walter-mitty-2013,"The Secret Life of Walter Mitty",2013,4
the-borderlands,"The Borderlands",2013,2
the-book-thief,"The Book Thief",2013,3.5
die-frau-die-sich-traut,"Die Frau, die sich traut",2013,1.5
captain-phillips,"Captain Phillips",2013,4
cloudy-with-a-chance-of-meatballs-2,"Cloudy with a Chance of Meatballs 2",2013,3
runner-runner,"Runner Runner",2013,2.5
lost-place,"Lost Place",2013,2
diana,"Diana",2013,2
filth,"Filth",2013,4.5
ummah-unter-freunden,"UMMAH - Unter Freunden",2013,3
quality-time-2013,"Quality Time",2013,3.5
insidious-chapter-2,"Insidious: Chapter 2",2013,2.5
machete-kills,"Machete Kills",2013,2
the-family-2013,"The Family",2013,2.5
august-osage-county,"August: Osage County",2013,4
dom-hemingway,"Dom Hemingway",2013,3
enemy,"Enemy",2013,3.5
fading-gigolo,"Fading Gigolo",2013,2.5
enough-said,"Enough Said",2013,3.5
mandela-long-walk-to-freedom,"Mandela: Long Walk to Freedom",2013,4
dallas-buyers-club,"Dallas Buyers Club",2013,4.5
antboy,"Antboy",2013,2.5
words-and-pictures,"Words and Pictures",2013,3
begin-again,"Begin Again",2013,3.5
what-if-2013,"What If",2013,3
horns,"Horns",2013,2.5
puppet-fiction,"Puppet Fiction",2013,0.5
king-ordinary,"King Ordinary",2013,2.5
the-fifth-estate,"The Fifth Estate",2013,2
locke,"Locke",2013,3.5
riddick,"Riddick",2013,3
rush-2013,"Rush",2013,5
the-zero-theorem,"The Zero Theorem",2013,2.5
prisoners,"Prisoners",2013,4.5
12-years-a-slave,"12 Years a Slave",2013,5
labor-day,"Labor Day",2013,4
under-the-skin-2013,"Under the Skin",2013,2
tracks-2013,"Tracks",2013,4
gravity-2013,"Gravity",2013,3.5
hannas-journey,"Hanna's Journey",2013,1.5
i-spit-on-your-grave-2,"I Spit on Your Grave 2",2013,1
45-minutes-to-ramallah,"45 Minutes to Ramallah",2013,2
chinese-puzzle,"Chinese Puzzle",2013,3
the-mortal-instruments-city-of-bones,"The Mortal Instruments: City of Bones",2013,2
grossstadtklein,"GrossStadtklein",2013,3
paranoia-2013,"Paranoia",2013,1.5
open-grave,"Open Grave",2013,1.5
wetlands-2013-1,"Wetlands",2013,2.5
planes,"Planes",2013,2
lovelace,"Lovelace",2013,3.5
vijay-and-i,"Vijay and I",2013,2
percy-jackson-sea-of-monsters,"Percy Jackson: Sea of Monsters",2013,2
elysium-2013,"Elysium",2013,2.5
the-butler,"The Butler",2013,4
were-the-millers,"We're the Millers",2013,3
2-guns,"2 Guns",2013,2.5
snowpiercer,"Snowpiercer",2013,4
the-smurfs-2,"The Smurfs 2",2013,2
blue-jasmine,"Blue Jasmine",2013,3.5
the-wolverine,"The Wolverine",2013,3
ripd,"R.I.P.D.",2013,1.5
red-2,"RED 2",2013,2.5
escape-plan,"Escape Plan",2013,1.5
kick-ass-2,"Kick-Ass 2",2013,2.5
grown-ups-2,"Grown Ups 2",2013,1
pacific-rim,"Pacific Rim",2013,2.5
sharknado,"Sharknado",2013,0.5
when-inge-is-dancing,"When Inge Is Dancing",2013,3.5
the-worlds-end,"The World's End",2013,3
the-blind-spot,"The Blind Spot",2013,1.5
harms,"Harms",2013,1
300-worte-deutsch,"300 Worte Deutsch",2013,3
exit-marrakech,"Exit Marrakech",2013,1.5
the-heat,"The Heat",2013,3
white-house-down,"White House Down",2013,1
about-time,"About Time",2013,4.5
the-lone-ranger,"The Lone Ranger",2013,2
world-war-z,"World War Z",2013,3
despicable-me-2,"Despicable Me 2",2013,3.5
man-of-steel,"Man of Steel",2013,3.5
the-conjuring,"The Conjuring",2013,4
the-internship,"The Internship",2013,3.5
monsters-university,"Monsters University",2013,4
this-is-the-end,"This Is the End",2013,4
the-purge,"The Purge",2013,3.5
after-earth,"After Earth",2013,1
zulu-2013,"Zulu",2013,2
only-lovers-left-alive,"Only Lovers Left Alive",2013,3.5
blue-is-the-warmest-color,"Blue Is the Warmest Color",2013,4.5
nebraska,"Nebraska",2013,4
only-god-forgives,"Only God Forgives",2013,3
all-is-lost,"All Is Lost",2013,3.5
behind-the-candelabra,"Behind the Candelabra",2013,3.5
now-you-see-me,"Now You See Me",2013,4
the-hangover-part-iii,"The Hangover Part III",2013,3.5
turbo,"Turbo",2013,3
inside-llewyn-davis,"Inside Llewyn Davis",2013,3.5
blue-ruin,"Blue Ruin",2013,3.5
joe-2013,"Joe",2013,3.5
young-beautiful,"Young & Beautiful",2013,3
the-bling-ring,"The Bling Ring",2013,2
epic,"Epic",2013,4.5
fast-furious-6,"Fast & Furious 6",2013,2.5
star-trek-into-darkness,"Star Trek Into Darkness",2013,4
drift-2013,"Drift",2013,1.5
the-great-gatsby-2013,"The Great Gatsby",2013,4.5
welcome-to-the-jungle-2013,"Welcome to the Jungle",2013,0.5
iron-man-3,"Iron Man 3",2013,3
the-brats,"The Brats",2013,3.5
hk-forbidden-super-hero,"HK: Forbidden Super Hero",2013,1.5
pain-gain,"Pain & Gain",2013,4
the-girl-with-nine-wigs,"The Girl with Nine Wigs",2013,3.5
gi-joe-retaliation,"G.I. Joe: Retaliation",2013,1.5
trance,"Trance",2013,4
the-keeper-of-lost-causes,"The Keeper of Lost Causes",2013,2.5
oblivion-2013,"Oblivion",2013,3
the-host-2013,"The Host",2013,2
windstorm-2013,"Windstorm",2013,2.5
olympus-has-fallen,"Olympus Has Fallen",2013,2.5
generation-war,"Generation War",2013,4.5
the-call-2013,"The Call",2013,3
jappeloup,"Jappeloup",2013,2
hours,"Hours",2013,3
the-incredible-burt-wonderstone,"The Incredible Burt Wonderstone",2013,3
evil-dead,"Evil Dead",2013,3
21-over,"21 & Over",2013,0.5
the-dyatlov-pass-incident,"The Dyatlov Pass Incident",2013,1.5
jack-the-giant-slayer,"Jack the Giant Slayer",2013,2
dead-man-down,"Dead Man Down",2013,3.5
3096-days,"3096 Days",2013,3
snitch,"Snitch",2013,3
the-croods,"The Croods",2013,4
oz-the-great-and-powerful,"Oz the Great and Powerful",2013,4
escape-from-planet-earth,"Escape from Planet Earth",2013,2
night-train-to-lisbon,"Night Train to Lisbon",2013,2
i-give-it-a-year,"I Give It a Year",2013,3.5
safe-haven,"Safe Haven",2013,3
identity-thief,"Identity Thief",2013,1.5
ruby-red,"Ruby Red",2013,2.5
warm-bodies,"Warm Bodies",2013,4
side-effects-2013,"Side Effects",2013,4
jobs,"Jobs",2013,3
frankensteins-army,"Frankenstein's Army",2013,2.5
movie-43,"Movie 43",2013,1.5
staudamm,"Staudamm",2013,1.5
the-way-way-back,"The Way Way Back",2013,3.5
prince-avalanche,"Prince Avalanche",2013,4
stoker,"Stoker",2013,4.5
the-east,"The East",2013,3.5
v-h-s-2,"V/H/S/2",2013,3.5
beautiful-creatures-2013,"Beautiful Creatures",2013,2.5
kill-your-darlings-2013,"Kill Your Darlings",2013,4
adoration-2013,"Adoration",2013,3.5
parker,"Parker",2013,2.5
broken-city,"Broken City",2013,2.5
hansel-gretel-witch-hunters,"Hansel & Gretel: Witch Hunters",2013,1
the-last-stand-2013,"The Last Stand",2013,2.5
a-haunted-house,"A Haunted House",2013,1.5
break-up-man,"Break Up Man",2013,3.5
bela-kiss-prologue,"Bela Kiss: Prologue",2013,4
the-grandmaster,"The Grandmaster",2013,3
mood-indigo,"Mood Indigo",2013,3
mama-2013,"Mama",2013,2.5
gangster-squad,"Gangster Squad",2013,4
parental-guidance-2012,"Parental Guidance",2012,3.5
zero-dark-thirty,"Zero Dark Thirty",2012,4
the-guilt-trip,"The Guilt Trip",2012,3
django-unchained,"Django Unchained",2012,5
jack-reacher,"Jack Reacher",2012,1
hyde-park-on-hudson,"Hyde Park on Hudson",2012,4
les-miserables-2012,"Les Misérables",2012,5
the-pursuit-of-unhappiness,"The Pursuit of Unhappiness",2012,2
playing-for-keeps-2012,"Playing for Keeps",2012,2.5
the-hobbit-an-unexpected-journey,"The Hobbit: An Unexpected Journey",2012,4.5
rise-of-the-guardians,"Rise of the Guardians",2012,4
a-glimpse-inside-the-mind-of-charles-swan-iii,"A Glimpse Inside the Mind of Charles Swan III",2012,1
bullet-to-the-head,"Bullet to the Head",2012,2
the-twilight-saga-breaking-dawn-part-2,"The Twilight Saga: Breaking Dawn – Part 2",2012,1.5
deadfall-2012,"Deadfall",2012,2.5
the-man-with-the-iron-fists,"The Man with the Iron Fists",2012,1.5
wreck-it-ralph,"Wreck-It Ralph",2012,3
hitchcock,"Hitchcock",2012,4
gallowwalkers,"Gallowwalkers",2012,0.5
chasing-mavericks,"Chasing Mavericks",2012,2
skyfall,"Skyfall",2012,4
alex-cross,"Alex Cross",2012,2.5
paranormal-activity-4,"Paranormal Activity 4",2012,2.5
smiley,"Smiley",2012,0.5
silent-hill-revelation-3d,"Silent Hill: Revelation 3D",2012,2
here-comes-the-boom,"Here Comes the Boom",2012,3.5
lincoln,"Lincoln",2012,4
paulette,"Paulette",2012,3.5
pitch-perfect,"Pitch Perfect",2012,3.5
life-of-pi,"Life of Pi",2012,4
dead-mine,"Dead Mine",2012,1
taken-2,"Taken 2",2012,1.5
looper,"Looper",2012,4
life-is-not-for-cowards-2012,"Life Is Not for Cowards",2012,1.5
promised-land-2012,"Promised Land",2012,4
the-collection,"The Collection",2012,1.5
jurassic-shark,"Jurassic Shark",2012,0.5
house-at-the-end-of-the-street,"House at the End of the Street",2012,3.5
frankenweenie-2012,"Frankenweenie",2012,4
now-is-good,"Now Is Good",2012,4
song-for-marion,"Song for Marion",2012,3
the-bay,"The Bay",2012,1.5
aftershock-2012,"Aftershock",2012,1.5
resident-evil-retribution,"Resident Evil: Retribution",2012,1
here-comes-the-devil,"Here Comes the Devil",2012,1.5
the-impossible,"The Impossible",2012,4.5
the-perks-of-being-a-wallflower,"The Perks of Being a Wallflower",2012,4.5
silver-linings-playbook,"Silver Linings Playbook",2012,4.5
end-of-watch,"End of Watch",2012,4
cloud-atlas,"Cloud Atlas",2012,5
seven-psychopaths,"Seven Psychopaths",2012,5
dredd,"Dredd",2012,2
the-place-beyond-the-pines,"The Place Beyond the Pines",2012,3.5
